,r2_train,r2_test,mae_train,mae_test,rmse_train,rmse_test
0,0.8714451394177732,0.659812532890214,10.614239994938407,16.61395434003898,12.968543394445941,21.57346665712091
1,0.9935398900695785,0.5281734665520792,0.7138925074832009,17.853673538416174,2.8870305348939773,25.811012130360766
2,0.8527211446012759,0.7403175582354858,11.224396386180368,14.870399764035417,14.181549177751297,17.959301906859555
3,0.8582699323131517,0.7511278690712326,10.74211612626716,14.368403157964662,13.308316158208163,18.941560064026074
4,0.8679058818737415,0.7512208716607165,10.688069114828453,14.243323749335701,13.21182235303395,18.282647896204807
5,0.9905309801976006,0.5669300847952651,0.8164660087243079,16.258284892888273,3.6257834006871152,21.869767832587097
6,0.8707589474446334,0.7320499727446064,10.883366897883109,14.77636037206705,13.285256508310262,18.234592033549248
7,0.9379986615480526,0.7249364679960026,8.222168738442463,15.571408893022468,8.928970673272776,19.818092723555104
8,0.7538295381519169,0.6760910621004945,14.413830973494857,16.18545245909453,18.217542218260505,20.25655949143174
9,0.9811482868779,0.6571780840012464,1.7525180135981995,16.62734315784847,4.7548257987911375,22.90836774333457
