Ligand_name,Ligand_No,L_MF_PC_0,L_MF_PC_1,L_MF_PC_2,L_MF_PC_3,L_MF_PC_4,L_MF_PC_5,L_MF_PC_6,L_MF_PC_7,L_MF_PC_8,L_MF_PC_9,L_MF_PC_10,L_MF_PC_11,L_MF_PC_12,L_MF_PC_13,L_MF_PC_14,L_MF_PC_15,Substrate_name,Substrate_No,S_MF_PC_0,S_MF_PC_1,S_MF_PC_2,S_MF_PC_3,S_MF_PC_4,S_MF_PC_5,Yield
dppe,L2,-2.449093741250895,-0.7984875926207674,-2.814788704271611,0.6590371825583412,1.9712523550166718,-0.5835800210268445,-1.0297501356230723,-2.3167003193121865,-2.8563679650405107,2.753349175865857,-1.5660111017265432,0.07457519606709478,0.4320860475557092,-0.09389176296998503,-0.724702949359123,0.6728328155277393,"4,4'-dimethylbenzophenone",1b,-3.5171421796946745,-2.3511539996630284,-1.965913636817626,-0.06733371597420516,-2.3839080953580067,2.406819118479287,2
dppe,L2,-2.449093741250895,-0.7984875926207674,-2.814788704271611,0.6590371825583412,1.9712523550166718,-0.5835800210268445,-1.0297501356230723,-2.3167003193121865,-2.8563679650405107,2.753349175865857,-1.5660111017265432,0.07457519606709478,0.4320860475557092,-0.09389176296998503,-0.724702949359123,0.6728328155277393,"4,4'-dimethoxybenzophenone",1c,-4.7187143944131416,-3.647118245063109,-4.14963432357938,-0.2231669907166314,4.99394030544916,-2.887405218389916,1
dppe,L2,-2.449093741250895,-0.7984875926207674,-2.814788704271611,0.6590371825583412,1.9712523550166718,-0.5835800210268445,-1.0297501356230723,-2.3167003193121865,-2.8563679650405107,2.753349175865857,-1.5660111017265432,0.07457519606709478,0.4320860475557092,-0.09389176296998503,-0.724702949359123,0.6728328155277393,"4,4'-difluorobenzophenone",1d,-3.4073024026650534,-2.1402330021950604,-1.1353994898787316,-0.16376389639792285,-4.949665418941976,-0.39210315082618313,3
dppe,L2,-2.449093741250895,-0.7984875926207674,-2.814788704271611,0.6590371825583412,1.9712523550166718,-0.5835800210268445,-1.0297501356230723,-2.3167003193121865,-2.8563679650405107,2.753349175865857,-1.5660111017265432,0.07457519606709478,0.4320860475557092,-0.09389176296998503,-0.724702949359123,0.6728328155277393,acetophenone,1e,-1.4021355478758195,-0.21785857456127547,2.970649777885233,-0.34809935039769807,2.1269873203970615,4.842386544897424,3
dppe,L2,-2.449093741250895,-0.7984875926207674,-2.814788704271611,0.6590371825583412,1.9712523550166718,-0.5835800210268445,-1.0297501356230723,-2.3167003193121865,-2.8563679650405107,2.753349175865857,-1.5660111017265432,0.07457519606709478,0.4320860475557092,-0.09389176296998503,-0.724702949359123,0.6728328155277393,"2,2,2-trifluoroacetophenone",1f,-1.635376995064545,0.5698742407264932,7.156309348890642,-1.0593033095049746,-0.7036705254648339,-4.425942890099244,28
dppe,L2,-2.449093741250895,-0.7984875926207674,-2.814788704271611,0.6590371825583412,1.9712523550166718,-0.5835800210268445,-1.0297501356230723,-2.3167003193121865,-2.8563679650405107,2.753349175865857,-1.5660111017265432,0.07457519606709478,0.4320860475557092,-0.09389176296998503,-0.724702949359123,0.6728328155277393,cyclohexyl_phenyl_ketone,1g,0.2643439339965548,6.061350451242994,1.4024720972897864,0.13019368217500987,2.249307955688514,1.3448390483714845,1
dppe,L2,-2.449093741250895,-0.7984875926207674,-2.814788704271611,0.6590371825583412,1.9712523550166718,-0.5835800210268445,-1.0297501356230723,-2.3167003193121865,-2.8563679650405107,2.753349175865857,-1.5660111017265432,0.07457519606709478,0.4320860475557092,-0.09389176296998503,-0.724702949359123,0.6728328155277393,alpha-tetralone,1h,8.265387536151929,-1.4583913708339686,-1.7465871376033535,-6.546150392068035,-0.14283502305817333,-0.23146374745059445,1
dppe,L2,-2.449093741250895,-0.7984875926207674,-2.814788704271611,0.6590371825583412,1.9712523550166718,-0.5835800210268445,-1.0297501356230723,-2.3167003193121865,-2.8563679650405107,2.753349175865857,-1.5660111017265432,0.07457519606709478,0.4320860475557092,-0.09389176296998503,-0.724702949359123,0.6728328155277393,beta-tetralone,1i,7.255977372882898,-3.8444334001516127,0.6005409482048671,6.672088790958357,0.1995637076151505,-0.34764100703822276,31
dppe,L2,-2.449093741250895,-0.7984875926207674,-2.814788704271611,0.6590371825583412,1.9712523550166718,-0.5835800210268445,-1.0297501356230723,-2.3167003193121865,-2.8563679650405107,2.753349175865857,-1.5660111017265432,0.07457519606709478,0.4320860475557092,-0.09389176296998503,-0.724702949359123,0.6728328155277393,dicyclohexyl_ketone,1j,0.6339382967681245,7.764077241218045,-4.313147876285515,1.8471785943783539,-1.3197857933127806,-1.433770046772772,0
dppp,L3,-2.712553256688031,-1.0822231178131614,-3.464387127968667,0.6015360836144825,2.997077602184257,-0.7673039903678147,-1.3433779035250426,-2.6209081979928355,-3.7372440241736657,3.613666913617214,-2.050690997992906,-0.3055729027826569,0.19521664848690584,-0.2905146019940694,-1.1975419388774142,1.329198035354082,benzophenone,1a,-1.7389756200862758,-0.736113340719478,1.1807102918940762,-0.24164341245224044,-0.0699344330141155,1.1242813488287369,5
dppp,L3,-2.712553256688031,-1.0822231178131614,-3.464387127968667,0.6015360836144825,2.997077602184257,-0.7673039903678147,-1.3433779035250426,-2.6209081979928355,-3.7372440241736657,3.613666913617214,-2.050690997992906,-0.3055729027826569,0.19521664848690584,-0.2905146019940694,-1.1975419388774142,1.329198035354082,"4,4'-dimethylbenzophenone",1b,-3.5171421796946745,-2.3511539996630284,-1.965913636817626,-0.06733371597420516,-2.3839080953580067,2.406819118479287,1
dppp,L3,-2.712553256688031,-1.0822231178131614,-3.464387127968667,0.6015360836144825,2.997077602184257,-0.7673039903678147,-1.3433779035250426,-2.6209081979928355,-3.7372440241736657,3.613666913617214,-2.050690997992906,-0.3055729027826569,0.19521664848690584,-0.2905146019940694,-1.1975419388774142,1.329198035354082,"4,4'-dimethoxybenzophenone",1c,-4.7187143944131416,-3.647118245063109,-4.14963432357938,-0.2231669907166314,4.99394030544916,-2.887405218389916,1
dppp,L3,-2.712553256688031,-1.0822231178131614,-3.464387127968667,0.6015360836144825,2.997077602184257,-0.7673039903678147,-1.3433779035250426,-2.6209081979928355,-3.7372440241736657,3.613666913617214,-2.050690997992906,-0.3055729027826569,0.19521664848690584,-0.2905146019940694,-1.1975419388774142,1.329198035354082,"4,4'-difluorobenzophenone",1d,-3.4073024026650534,-2.1402330021950604,-1.1353994898787316,-0.16376389639792285,-4.949665418941976,-0.39210315082618313,3
dppp,L3,-2.712553256688031,-1.0822231178131614,-3.464387127968667,0.6015360836144825,2.997077602184257,-0.7673039903678147,-1.3433779035250426,-2.6209081979928355,-3.7372440241736657,3.613666913617214,-2.050690997992906,-0.3055729027826569,0.19521664848690584,-0.2905146019940694,-1.1975419388774142,1.329198035354082,acetophenone,1e,-1.4021355478758195,-0.21785857456127547,2.970649777885233,-0.34809935039769807,2.1269873203970615,4.842386544897424,3
dppp,L3,-2.712553256688031,-1.0822231178131614,-3.464387127968667,0.6015360836144825,2.997077602184257,-0.7673039903678147,-1.3433779035250426,-2.6209081979928355,-3.7372440241736657,3.613666913617214,-2.050690997992906,-0.3055729027826569,0.19521664848690584,-0.2905146019940694,-1.1975419388774142,1.329198035354082,"2,2,2-trifluoroacetophenone",1f,-1.635376995064545,0.5698742407264932,7.156309348890642,-1.0593033095049746,-0.7036705254648339,-4.425942890099244,16
dppp,L3,-2.712553256688031,-1.0822231178131614,-3.464387127968667,0.6015360836144825,2.997077602184257,-0.7673039903678147,-1.3433779035250426,-2.6209081979928355,-3.7372440241736657,3.613666913617214,-2.050690997992906,-0.3055729027826569,0.19521664848690584,-0.2905146019940694,-1.1975419388774142,1.329198035354082,cyclohexyl_phenyl_ketone,1g,0.2643439339965548,6.061350451242994,1.4024720972897864,0.13019368217500987,2.249307955688514,1.3448390483714845,3
dppp,L3,-2.712553256688031,-1.0822231178131614,-3.464387127968667,0.6015360836144825,2.997077602184257,-0.7673039903678147,-1.3433779035250426,-2.6209081979928355,-3.7372440241736657,3.613666913617214,-2.050690997992906,-0.3055729027826569,0.19521664848690584,-0.2905146019940694,-1.1975419388774142,1.329198035354082,alpha-tetralone,1h,8.265387536151929,-1.4583913708339686,-1.7465871376033535,-6.546150392068035,-0.14283502305817333,-0.23146374745059445,4
dppp,L3,-2.712553256688031,-1.0822231178131614,-3.464387127968667,0.6015360836144825,2.997077602184257,-0.7673039903678147,-1.3433779035250426,-2.6209081979928355,-3.7372440241736657,3.613666913617214,-2.050690997992906,-0.3055729027826569,0.19521664848690584,-0.2905146019940694,-1.1975419388774142,1.329198035354082,beta-tetralone,1i,7.255977372882898,-3.8444334001516127,0.6005409482048671,6.672088790958357,0.1995637076151505,-0.34764100703822276,2
dppp,L3,-2.712553256688031,-1.0822231178131614,-3.464387127968667,0.6015360836144825,2.997077602184257,-0.7673039903678147,-1.3433779035250426,-2.6209081979928355,-3.7372440241736657,3.613666913617214,-2.050690997992906,-0.3055729027826569,0.19521664848690584,-0.2905146019940694,-1.1975419388774142,1.329198035354082,dicyclohexyl_ketone,1j,0.6339382967681245,7.764077241218045,-4.313147876285515,1.8471785943783539,-1.3197857933127806,-1.433770046772772,0
dppb,L4,-2.7125532566880306,-1.0822231178131616,-3.464387127968668,0.6015360836144826,2.997077602184257,-0.7673039903678147,-1.343377903525043,-2.6209081979928355,-3.7372440241736653,3.613666913617214,-2.0506909979929056,-0.30557290278265625,0.19521664848690565,-0.2905146019940685,-1.1975419388774133,1.329198035354081,benzophenone,1a,-1.7389756200862758,-0.736113340719478,1.1807102918940762,-0.24164341245224044,-0.0699344330141155,1.1242813488287369,93
dppb,L4,-2.7125532566880306,-1.0822231178131616,-3.464387127968668,0.6015360836144826,2.997077602184257,-0.7673039903678147,-1.343377903525043,-2.6209081979928355,-3.7372440241736653,3.613666913617214,-2.0506909979929056,-0.30557290278265625,0.19521664848690565,-0.2905146019940685,-1.1975419388774133,1.329198035354081,"4,4'-dimethylbenzophenone",1b,-3.5171421796946745,-2.3511539996630284,-1.965913636817626,-0.06733371597420516,-2.3839080953580067,2.406819118479287,90
dppb,L4,-2.7125532566880306,-1.0822231178131616,-3.464387127968668,0.6015360836144826,2.997077602184257,-0.7673039903678147,-1.343377903525043,-2.6209081979928355,-3.7372440241736653,3.613666913617214,-2.0506909979929056,-0.30557290278265625,0.19521664848690565,-0.2905146019940685,-1.1975419388774133,1.329198035354081,"4,4'-dimethoxybenzophenone",1c,-4.7187143944131416,-3.647118245063109,-4.14963432357938,-0.2231669907166314,4.99394030544916,-2.887405218389916,95
dppb,L4,-2.7125532566880306,-1.0822231178131616,-3.464387127968668,0.6015360836144826,2.997077602184257,-0.7673039903678147,-1.343377903525043,-2.6209081979928355,-3.7372440241736653,3.613666913617214,-2.0506909979929056,-0.30557290278265625,0.19521664848690565,-0.2905146019940685,-1.1975419388774133,1.329198035354081,"4,4'-difluorobenzophenone",1d,-3.4073024026650534,-2.1402330021950604,-1.1353994898787316,-0.16376389639792285,-4.949665418941976,-0.39210315082618313,94
dppb,L4,-2.7125532566880306,-1.0822231178131616,-3.464387127968668,0.6015360836144826,2.997077602184257,-0.7673039903678147,-1.343377903525043,-2.6209081979928355,-3.7372440241736653,3.613666913617214,-2.0506909979929056,-0.30557290278265625,0.19521664848690565,-0.2905146019940685,-1.1975419388774133,1.329198035354081,acetophenone,1e,-1.4021355478758195,-0.21785857456127547,2.970649777885233,-0.34809935039769807,2.1269873203970615,4.842386544897424,80
dppb,L4,-2.7125532566880306,-1.0822231178131616,-3.464387127968668,0.6015360836144826,2.997077602184257,-0.7673039903678147,-1.343377903525043,-2.6209081979928355,-3.7372440241736653,3.613666913617214,-2.0506909979929056,-0.30557290278265625,0.19521664848690565,-0.2905146019940685,-1.1975419388774133,1.329198035354081,"2,2,2-trifluoroacetophenone",1f,-1.635376995064545,0.5698742407264932,7.156309348890642,-1.0593033095049746,-0.7036705254648339,-4.425942890099244,86
dppb,L4,-2.7125532566880306,-1.0822231178131616,-3.464387127968668,0.6015360836144826,2.997077602184257,-0.7673039903678147,-1.343377903525043,-2.6209081979928355,-3.7372440241736653,3.613666913617214,-2.0506909979929056,-0.30557290278265625,0.19521664848690565,-0.2905146019940685,-1.1975419388774133,1.329198035354081,cyclohexyl_phenyl_ketone,1g,0.2643439339965548,6.061350451242994,1.4024720972897864,0.13019368217500987,2.249307955688514,1.3448390483714845,98
dppb,L4,-2.7125532566880306,-1.0822231178131616,-3.464387127968668,0.6015360836144826,2.997077602184257,-0.7673039903678147,-1.343377903525043,-2.6209081979928355,-3.7372440241736653,3.613666913617214,-2.0506909979929056,-0.30557290278265625,0.19521664848690565,-0.2905146019940685,-1.1975419388774133,1.329198035354081,alpha-tetralone,1h,8.265387536151929,-1.4583913708339686,-1.7465871376033535,-6.546150392068035,-0.14283502305817333,-0.23146374745059445,5
dppb,L4,-2.7125532566880306,-1.0822231178131616,-3.464387127968668,0.6015360836144826,2.997077602184257,-0.7673039903678147,-1.343377903525043,-2.6209081979928355,-3.7372440241736653,3.613666913617214,-2.0506909979929056,-0.30557290278265625,0.19521664848690565,-0.2905146019940685,-1.1975419388774133,1.329198035354081,beta-tetralone,1i,7.255977372882898,-3.8444334001516127,0.6005409482048671,6.672088790958357,0.1995637076151505,-0.34764100703822276,84
dppb,L4,-2.7125532566880306,-1.0822231178131616,-3.464387127968668,0.6015360836144826,2.997077602184257,-0.7673039903678147,-1.343377903525043,-2.6209081979928355,-3.7372440241736653,3.613666913617214,-2.0506909979929056,-0.30557290278265625,0.19521664848690565,-0.2905146019940685,-1.1975419388774133,1.329198035354081,dicyclohexyl_ketone,1j,0.6339382967681245,7.764077241218045,-4.313147876285515,1.8471785943783539,-1.3197857933127806,-1.433770046772772,17
dppbz,L5,-1.7698590371883383,1.1461278941031245,-0.962422069350431,0.35163508433087937,-0.8166816671342276,-0.8449404817921209,-0.41296758632521247,-1.8363501854566504,-0.07447006911916182,-0.6135124001034163,1.0616267522279763,-0.04989464463842186,0.01224946424477169,0.7331863921528974,1.6877707819985655,-0.30372324164953524,benzophenone,1a,-1.7389756200862758,-0.736113340719478,1.1807102918940762,-0.24164341245224044,-0.0699344330141155,1.1242813488287369,4
dppbz,L5,-1.7698590371883383,1.1461278941031245,-0.962422069350431,0.35163508433087937,-0.8166816671342276,-0.8449404817921209,-0.41296758632521247,-1.8363501854566504,-0.07447006911916182,-0.6135124001034163,1.0616267522279763,-0.04989464463842186,0.01224946424477169,0.7331863921528974,1.6877707819985655,-0.30372324164953524,"4,4'-dimethylbenzophenone",1b,-3.5171421796946745,-2.3511539996630284,-1.965913636817626,-0.06733371597420516,-2.3839080953580067,2.406819118479287,3
dppbz,L5,-1.7698590371883383,1.1461278941031245,-0.962422069350431,0.35163508433087937,-0.8166816671342276,-0.8449404817921209,-0.41296758632521247,-1.8363501854566504,-0.07447006911916182,-0.6135124001034163,1.0616267522279763,-0.04989464463842186,0.01224946424477169,0.7331863921528974,1.6877707819985655,-0.30372324164953524,"4,4'-dimethoxybenzophenone",1c,-4.7187143944131416,-3.647118245063109,-4.14963432357938,-0.2231669907166314,4.99394030544916,-2.887405218389916,7
dppbz,L5,-1.7698590371883383,1.1461278941031245,-0.962422069350431,0.35163508433087937,-0.8166816671342276,-0.8449404817921209,-0.41296758632521247,-1.8363501854566504,-0.07447006911916182,-0.6135124001034163,1.0616267522279763,-0.04989464463842186,0.01224946424477169,0.7331863921528974,1.6877707819985655,-0.30372324164953524,"4,4'-difluorobenzophenone",1d,-3.4073024026650534,-2.1402330021950604,-1.1353994898787316,-0.16376389639792285,-4.949665418941976,-0.39210315082618313,6
dppbz,L5,-1.7698590371883383,1.1461278941031245,-0.962422069350431,0.35163508433087937,-0.8166816671342276,-0.8449404817921209,-0.41296758632521247,-1.8363501854566504,-0.07447006911916182,-0.6135124001034163,1.0616267522279763,-0.04989464463842186,0.01224946424477169,0.7331863921528974,1.6877707819985655,-0.30372324164953524,acetophenone,1e,-1.4021355478758195,-0.21785857456127547,2.970649777885233,-0.34809935039769807,2.1269873203970615,4.842386544897424,3
dppbz,L5,-1.7698590371883383,1.1461278941031245,-0.962422069350431,0.35163508433087937,-0.8166816671342276,-0.8449404817921209,-0.41296758632521247,-1.8363501854566504,-0.07447006911916182,-0.6135124001034163,1.0616267522279763,-0.04989464463842186,0.01224946424477169,0.7331863921528974,1.6877707819985655,-0.30372324164953524,"2,2,2-trifluoroacetophenone",1f,-1.635376995064545,0.5698742407264932,7.156309348890642,-1.0593033095049746,-0.7036705254648339,-4.425942890099244,36
dppbz,L5,-1.7698590371883383,1.1461278941031245,-0.962422069350431,0.35163508433087937,-0.8166816671342276,-0.8449404817921209,-0.41296758632521247,-1.8363501854566504,-0.07447006911916182,-0.6135124001034163,1.0616267522279763,-0.04989464463842186,0.01224946424477169,0.7331863921528974,1.6877707819985655,-0.30372324164953524,cyclohexyl_phenyl_ketone,1g,0.2643439339965548,6.061350451242994,1.4024720972897864,0.13019368217500987,2.249307955688514,1.3448390483714845,2
dppbz,L5,-1.7698590371883383,1.1461278941031245,-0.962422069350431,0.35163508433087937,-0.8166816671342276,-0.8449404817921209,-0.41296758632521247,-1.8363501854566504,-0.07447006911916182,-0.6135124001034163,1.0616267522279763,-0.04989464463842186,0.01224946424477169,0.7331863921528974,1.6877707819985655,-0.30372324164953524,alpha-tetralone,1h,8.265387536151929,-1.4583913708339686,-1.7465871376033535,-6.546150392068035,-0.14283502305817333,-0.23146374745059445,1
dppbz,L5,-1.7698590371883383,1.1461278941031245,-0.962422069350431,0.35163508433087937,-0.8166816671342276,-0.8449404817921209,-0.41296758632521247,-1.8363501854566504,-0.07447006911916182,-0.6135124001034163,1.0616267522279763,-0.04989464463842186,0.01224946424477169,0.7331863921528974,1.6877707819985655,-0.30372324164953524,beta-tetralone,1i,7.255977372882898,-3.8444334001516127,0.6005409482048671,6.672088790958357,0.1995637076151505,-0.34764100703822276,12
dppbz,L5,-1.7698590371883383,1.1461278941031245,-0.962422069350431,0.35163508433087937,-0.8166816671342276,-0.8449404817921209,-0.41296758632521247,-1.8363501854566504,-0.07447006911916182,-0.6135124001034163,1.0616267522279763,-0.04989464463842186,0.01224946424477169,0.7331863921528974,1.6877707819985655,-0.30372324164953524,dicyclohexyl_ketone,1j,0.6339382967681245,7.764077241218045,-4.313147876285515,1.8471785943783539,-1.3197857933127806,-1.433770046772772,0
"2,2'-bis(diphenylphosphino)biphenyl",L6,-0.9521371893123962,1.3413196943189751,-1.0278682126723373,0.7013138668122034,-0.8153332133152178,-1.0079615299157458,-0.8496617387872573,-2.518336003526991,0.6168704969362325,-0.7223214532529695,1.1017987078655027,-0.12614291376627412,-0.2564822119243245,0.4942753242472021,2.5116287874307295,-0.29579001831188817,benzophenone,1a,-1.7389756200862758,-0.736113340719478,1.1807102918940762,-0.24164341245224044,-0.0699344330141155,1.1242813488287369,25
"2,2'-bis(diphenylphosphino)biphenyl",L6,-0.9521371893123962,1.3413196943189751,-1.0278682126723373,0.7013138668122034,-0.8153332133152178,-1.0079615299157458,-0.8496617387872573,-2.518336003526991,0.6168704969362325,-0.7223214532529695,1.1017987078655027,-0.12614291376627412,-0.2564822119243245,0.4942753242472021,2.5116287874307295,-0.29579001831188817,"4,4'-dimethylbenzophenone",1b,-3.5171421796946745,-2.3511539996630284,-1.965913636817626,-0.06733371597420516,-2.3839080953580067,2.406819118479287,13
"2,2'-bis(diphenylphosphino)biphenyl",L6,-0.9521371893123962,1.3413196943189751,-1.0278682126723373,0.7013138668122034,-0.8153332133152178,-1.0079615299157458,-0.8496617387872573,-2.518336003526991,0.6168704969362325,-0.7223214532529695,1.1017987078655027,-0.12614291376627412,-0.2564822119243245,0.4942753242472021,2.5116287874307295,-0.29579001831188817,"4,4'-dimethoxybenzophenone",1c,-4.7187143944131416,-3.647118245063109,-4.14963432357938,-0.2231669907166314,4.99394030544916,-2.887405218389916,10
"2,2'-bis(diphenylphosphino)biphenyl",L6,-0.9521371893123962,1.3413196943189751,-1.0278682126723373,0.7013138668122034,-0.8153332133152178,-1.0079615299157458,-0.8496617387872573,-2.518336003526991,0.6168704969362325,-0.7223214532529695,1.1017987078655027,-0.12614291376627412,-0.2564822119243245,0.4942753242472021,2.5116287874307295,-0.29579001831188817,"4,4'-difluorobenzophenone",1d,-3.4073024026650534,-2.1402330021950604,-1.1353994898787316,-0.16376389639792285,-4.949665418941976,-0.39210315082618313,51
"2,2'-bis(diphenylphosphino)biphenyl",L6,-0.9521371893123962,1.3413196943189751,-1.0278682126723373,0.7013138668122034,-0.8153332133152178,-1.0079615299157458,-0.8496617387872573,-2.518336003526991,0.6168704969362325,-0.7223214532529695,1.1017987078655027,-0.12614291376627412,-0.2564822119243245,0.4942753242472021,2.5116287874307295,-0.29579001831188817,acetophenone,1e,-1.4021355478758195,-0.21785857456127547,2.970649777885233,-0.34809935039769807,2.1269873203970615,4.842386544897424,21
"2,2'-bis(diphenylphosphino)biphenyl",L6,-0.9521371893123962,1.3413196943189751,-1.0278682126723373,0.7013138668122034,-0.8153332133152178,-1.0079615299157458,-0.8496617387872573,-2.518336003526991,0.6168704969362325,-0.7223214532529695,1.1017987078655027,-0.12614291376627412,-0.2564822119243245,0.4942753242472021,2.5116287874307295,-0.29579001831188817,"2,2,2-trifluoroacetophenone",1f,-1.635376995064545,0.5698742407264932,7.156309348890642,-1.0593033095049746,-0.7036705254648339,-4.425942890099244,96
"2,2'-bis(diphenylphosphino)biphenyl",L6,-0.9521371893123962,1.3413196943189751,-1.0278682126723373,0.7013138668122034,-0.8153332133152178,-1.0079615299157458,-0.8496617387872573,-2.518336003526991,0.6168704969362325,-0.7223214532529695,1.1017987078655027,-0.12614291376627412,-0.2564822119243245,0.4942753242472021,2.5116287874307295,-0.29579001831188817,cyclohexyl_phenyl_ketone,1g,0.2643439339965548,6.061350451242994,1.4024720972897864,0.13019368217500987,2.249307955688514,1.3448390483714845,11
