Ligand_name,Ligand_No,L_MK_PC_0,L_MK_PC_1,L_MK_PC_2,L_MK_PC_3,L_MK_PC_4,L_MK_PC_5,L_MK_PC_6,L_MK_PC_7,Substrate_name,Substrate_No,S_MK_PC_0,S_MK_PC_1,S_MK_PC_2,S_MK_PC_3,Yield
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,benzophenone,1a,0.8427101472577334,-0.9394322605525983,-1.36058593386716,1.291462218750346,20
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,"4,4'-dimethylbenzophenone",1b,1.8056864484170987,-0.2009679056390166,-1.7881749848607933,1.5998575907070622,9
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,"4,4'-dimethoxybenzophenone",1c,5.636770282625896,6.127452924376358,0.8271127102741971,-0.9382093437251607,7
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,"4,4'-difluorobenzophenone",1d,1.7968482095098177,-3.145565837437122,1.2285721582026807,2.4471336770955046,18
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,acetophenone,1e,1.0132145145263929,-1.1950914581886265,-1.1620572610409168,-0.005309695415745033,34
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,"2,2,2-trifluoroacetophenone",1f,1.7241651658306596,-4.481914060561882,3.248229013671938,-2.4461608950508875,89
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,cyclohexyl_phenyl_ketone,1g,-1.8573943298159559,-0.34631451407483405,-1.9547659837300082,-1.0989874944672833,5
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,alpha-tetralone,1h,-4.19379991898935,2.244783042994133,2.059608200769969,0.9042156513364875,3
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,beta-tetralone,1i,-4.649588492277395,2.3386847546061604,1.6739389870447392,0.327171818390467,85
dppm,L1,-2.9103711691213787,-0.9399370062566456,-0.2755849943792598,-0.06596985466962764,-0.06708238221886553,-0.28183185835752156,2.336118871506161,-2.7971527129575042,dicyclohexyl_ketone,1j,-2.1186120270848914,-0.40163468552257264,-2.771876906464647,-2.081173527620791,0
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,benzophenone,1a,0.8427101472577334,-0.9394322605525983,-1.36058593386716,1.291462218750346,3
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,"4,4'-dimethylbenzophenone",1b,1.8056864484170987,-0.2009679056390166,-1.7881749848607933,1.5998575907070622,2
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,"4,4'-dimethoxybenzophenone",1c,5.636770282625896,6.127452924376358,0.8271127102741971,-0.9382093437251607,1
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,"4,4'-difluorobenzophenone",1d,1.7968482095098177,-3.145565837437122,1.2285721582026807,2.4471336770955046,3
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,acetophenone,1e,1.0132145145263929,-1.1950914581886265,-1.1620572610409168,-0.005309695415745033,3
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,"2,2,2-trifluoroacetophenone",1f,1.7241651658306596,-4.481914060561882,3.248229013671938,-2.4461608950508875,28
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,cyclohexyl_phenyl_ketone,1g,-1.8573943298159559,-0.34631451407483405,-1.9547659837300082,-1.0989874944672833,1
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,alpha-tetralone,1h,-4.19379991898935,2.244783042994133,2.059608200769969,0.9042156513364875,1
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,beta-tetralone,1i,-4.649588492277395,2.3386847546061604,1.6739389870447392,0.327171818390467,31
dppe,L2,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,dicyclohexyl_ketone,1j,-2.1186120270848914,-0.40163468552257264,-2.771876906464647,-2.081173527620791,0
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,benzophenone,1a,0.8427101472577334,-0.9394322605525983,-1.36058593386716,1.291462218750346,5
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,"4,4'-dimethylbenzophenone",1b,1.8056864484170987,-0.2009679056390166,-1.7881749848607933,1.5998575907070622,1
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,"4,4'-dimethoxybenzophenone",1c,5.636770282625896,6.127452924376358,0.8271127102741971,-0.9382093437251607,1
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,"4,4'-difluorobenzophenone",1d,1.7968482095098177,-3.145565837437122,1.2285721582026807,2.4471336770955046,3
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,acetophenone,1e,1.0132145145263929,-1.1950914581886265,-1.1620572610409168,-0.005309695415745033,3
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,"2,2,2-trifluoroacetophenone",1f,1.7241651658306596,-4.481914060561882,3.248229013671938,-2.4461608950508875,16
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,cyclohexyl_phenyl_ketone,1g,-1.8573943298159559,-0.34631451407483405,-1.9547659837300082,-1.0989874944672833,3
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,alpha-tetralone,1h,-4.19379991898935,2.244783042994133,2.059608200769969,0.9042156513364875,4
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,beta-tetralone,1i,-4.649588492277395,2.3386847546061604,1.6739389870447392,0.327171818390467,2
dppp,L3,-3.2994359389474077,0.5229313530112008,-0.982313599675389,0.175644322829681,0.444111288521777,-0.06279105250381069,2.6205912476143887,-1.3853703058456315,dicyclohexyl_ketone,1j,-2.1186120270848914,-0.40163468552257264,-2.771876906464647,-2.081173527620791,0
dppb,L4,-3.3446493958651065,0.99163849849322,-1.3281907942463447,0.2902958166557667,0.6743021780310371,0.04882808624759135,2.6932316794199336,-0.6953301162967712,benzophenone,1a,0.8427101472577334,-0.9394322605525983,-1.36058593386716,1.291462218750346,93
dppb,L4,-3.3446493958651065,0.99163849849322,-1.3281907942463447,0.2902958166557667,0.6743021780310371,0.04882808624759135,2.6932316794199336,-0.6953301162967712,"4,4'-dimethylbenzophenone",1b,1.8056864484170987,-0.2009679056390166,-1.7881749848607933,1.5998575907070622,90
