,r2_train,r2_test,mae_train,mae_test,rmse_train,rmse_test
0,0.8393440177582854,0.01514500655749862,10.194627129851588,27.332260445048643,13.731062836442815,38.40287537272921
1,0.9204920163705396,0.24305983786312235,6.8549961882275126,24.121433121247957,10.046715493110353,32.82908300562159
2,0.8662924976922259,-0.3156609606708525,10.277762264155422,34.27205581965946,13.11797682376094,42.65397516101412
3,0.8471485004273012,0.056576425793476104,10.406603339550362,28.23148168416761,13.576565641790317,38.15949465505222
4,0.8557730416091438,0.06361564287902599,11.563975667818951,23.553916274770447,14.216046731872499,29.56954949445934
5,0.9710920379989348,-0.4410031235087881,4.049909219859532,38.52625521878118,5.981446525026002,46.496310830284415
6,0.8208403683380412,0.18654950196145315,10.733091386589033,26.319363002174462,14.433367273691475,34.99229663104023
7,0.8595039732480823,0.0005063471818966825,9.918623502508373,29.04077447544244,13.085429992447185,39.30596234980279
8,0.8669216896260968,-0.01910376390411206,9.439888462237084,30.27506186802382,12.669116290089207,38.2701265193164
9,0.9461519644800588,-0.21990533630506204,6.696624881833789,29.792546285717208,8.651527148613964,36.32456897287944
