,r2_train,r2_test,mae_train,mae_test,rmse_train,rmse_test
0,0.8061949840151743,-0.48856924063593143,11.359092637197259,39.39921125531601,15.08128024671814,47.21305657663674
1,0.9162023163750945,0.1435228322739388,7.575205355700414,27.18356112479076,10.31418082393342,34.920935739523436
2,0.9640494726001866,-0.32759296553257866,4.698679546795929,31.57971968754318,6.802077944451118,42.84695751726557
3,0.9317522839903866,0.08767663283203331,6.4216536786280205,27.369186506861958,9.071918348894553,37.525254978685645
4,0.9568435146872514,-0.3376018149753739,5.520797972104171,27.612045473017993,7.776401121013562,35.341180947322705
5,0.9200460493071394,-0.014606366808462612,7.295648067632742,31.547244098218833,9.947580237258325,39.015288838801176
6,0.9602863254066636,-0.4306420644001481,4.716238720288824,35.651602306484065,6.795440573815004,46.40581214756426
7,0.7910162206156061,-0.13428536446632244,12.532783615119431,34.40483022395654,15.959242230183408,41.8725661938423
8,0.8355843366531583,-0.0421410368159707,10.787290791285665,30.388052730229898,14.081997988654015,38.70026545815564
9,0.9531149799181982,-0.010631795986793646,5.929842726581521,24.287744840913117,8.072813066568084,33.06236247932006
